avg_word_length,avg_sentence_length,syntactic_complexity,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,type_token_ratio,embedding_diversity,bigram_diversity,reasoning_keyword_ratio,average_reasoning_steps,inference_complexity_score,context_recall,faithfulness,factual_correctness(mode=f1)
4.40566037735849,16.375,0.875,43.25379283489099,11.656588785046733,14.554592549557764,16.10529595015576,0.46226415094339623,0.7755223234855737,0.9142857142857143,0.0,0,4.0,1.0,0.5,0.22
5.919642857142857,33.0,1.0,-3.5116071428570876,20.27035714285714,20.503739492662863,24.214285714285715,0.7053571428571429,0.3404506188235288,0.9819819819819819,0.0,0,6.5,1.0,1.0,0.75
4.438427947598253,18.88034188034188,1.0,82.53977988810367,4.676064487632512,8.629627275861832,7.861542991755006,0.17641921397379912,0.688228038658556,0.5192307692307693,0.0008733624454148472,0,3.8632478632478633,0.3333333333333333,0.0,0.0
5.643939393939394,27.5,1.0,21.374824427480945,16.786778625954202,18.026119701940384,20.250992366412216,0.6818181818181818,0.5026499873126788,0.9541984732824428,0.0,0,6.166666666666667,0.5,1.0,0.46
5.0989010989010985,24.047619047619047,1.0,41.7542105263158,12.829887218045116,14.554592549557764,16.05413533834587,0.5714285714285714,0.7553056061272406,0.9117647058823529,0.0,0,4.476190476190476,1.0,1.0,0.61
5.7894736842105265,31.0,1.0,5.265000000000015,16.996666666666666,15.903189008614273,18.311111111111114,0.8947368421052632,0.0,1.0,0.0,0,4.0,1.0,1.0,0.5
5.385964912280702,27.666666666666668,1.0,29.26333333333335,13.815000000000001,13.023866798666859,13.895238095238097,0.8245614035087719,0.6250182776070725,0.9642857142857143,0.0,0,5.666666666666667,0.0,1.0,0.17
4.552631578947368,32.666666666666664,1.0,38.025526315789506,17.395789473684207,17.693802365651003,22.042105263157897,0.618421052631579,0.7879270025220655,0.8133333333333334,0.0,0,5.0,0.5,0.5714285714285714,0.5
5.449275362318841,40.0,1.0,23.030882352941205,18.493529411764708,16.52667757954773,20.070588235294117,0.7971014492753623,0.4130102389554806,0.9411764705882353,0.028985507246376812,0,7.5,1.0,1.0,0.67
5.611111111111111,23.6,1.0,23.556826086956562,14.544695652173914,15.381575749822971,17.36,0.6777777777777778,0.6474091983029698,0.898876404494382,0.0,0,5.6,1.0,0.8,0.56
5.68,35.0,1.0,34.76977777777779,12.434172839506171,13.968273953766033,15.368888888888888,0.6933333333333334,0.4362129680059147,0.918918918918919,0.0,0,7.666666666666667,1.0,1.0,0.59
5.52542372881356,34.0,1.0,23.853942307692336,17.198696581196582,17.410965686947208,20.247008547008548,0.711864406779661,0.7059497304318196,0.9829059829059829,0.00847457627118644,0,8.25,0.5,1.0,0.2
5.421052631578948,30.0,1.0,34.482500000000044,14.287765957446812,16.827784334635936,19.187234042553193,0.7157894736842105,0.3983356781073283,0.9574468085106383,0.010526315789473684,0,6.75,1.0,1.0,0.46
5.343481138318994,27.84158415841584,1.0,65.3113850127207,7.335422866394264,10.037000591947983,9.664143088428032,0.1786896095301125,0.6660793521390089,0.6370860927152318,0.003970880211780278,6,4.98019801980198,0.5,,0.37
5.388888888888889,36.5,1.0,21.179677419354846,18.006451612903223,17.971250198000288,21.10967741935484,0.6746031746031746,0.49014488051712113,0.92,0.007936507936507936,0,10.25,1.0,1.0,0.5
5.8108108108108105,18.333333333333332,1.0,24.43331578947371,13.627473684210528,14.554592549557764,16.606315789473683,0.7702702702702703,0.6335044403704975,0.9452054794520548,0.0,0,3.8333333333333335,0.6666666666666666,0.875,0.6
