avg_word_length,avg_sentence_length,syntactic_complexity,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,type_token_ratio,embedding_diversity,bigram_diversity,reasoning_keyword_ratio,average_reasoning_steps,inference_complexity_score,context_recall,faithfulness,factual_correctness(mode=f1)
5.085201793721973,21.153846153846153,1.0,39.8096363636364,12.788161616161617,14.937675812826573,16.35959595959596,0.5201793721973094,0.710525801653753,0.8378378378378378,0.008968609865470852,2,4.769230769230769,1.0,0.95,0.84
5.401785714285714,27.727272727272727,1.0,21.33393939393943,14.838181818181816,16.218646115125612,18.78787878787879,0.48214285714285715,0.5644915215557467,0.8475336322869955,0.0,0,4.7272727272727275,1.0,0.9333333333333333,0.31
5.5,28.666666666666668,1.0,24.767748917748918,16.181038961038965,18.243605946275583,20.65627705627706,0.6081081081081081,0.5679630514969956,0.863013698630137,0.0,0,5.666666666666667,0.3333333333333333,0.6666666666666666,0.17
5.557522123893805,32.75,1.0,22.437356194690267,17.147853982300884,17.122413403193683,19.441592920353983,0.6548672566371682,0.5420368591876981,0.9375,0.008849557522123894,1,8.5,0.5,0.8888888888888888,0.17
5.2344322344322345,26.666666666666668,1.0,40.881225030084266,12.144851985559566,14.265292616868656,15.473309265944645,0.5714285714285714,0.6965995537704627,0.9007352941176471,0.0,0,5.0,1.0,1.0,0.59
4.966101694915254,31.8,1.0,43.734428374655664,12.16921487603306,13.5591,14.017079889807164,0.652542372881356,0.47771326229411426,0.9401709401709402,0.00847457627118644,1,6.0,1.0,0.8571428571428571,0.42
5.1440329218107,27.0,1.0,54.00762789841738,9.46584100110416,10.65788864234165,10.356716967243283,0.42386831275720166,0.6740208138046377,0.6942148760330579,0.0,0,5.266666666666667,0.0,0.25,0.14
5.742105263157895,24.727272727272727,1.0,26.22209049255443,14.956872852233683,16.45884130781739,18.725315005727378,0.5842105263157895,0.6045751094680851,0.8994708994708994,0.005263157894736842,1,5.090909090909091,0.5,0.9375,0.24
5.174603174603175,27.77777777777778,1.0,47.29210526315791,11.383157894736843,13.023866798666859,13.494736842105263,0.6402116402116402,0.638492491361301,0.9521276595744681,0.0,0,6.333333333333333,1.0,0.5333333333333333,0.67
5.843601895734597,26.6,1.0,13.080837155963337,18.20447247706422,17.971250198000288,20.441284403669727,0.5497630331753555,0.6394590118342125,0.8380952380952381,0.0,0,6.6,1.0,0.8947368421052632,0.59
5.415094339622642,32.5,1.0,34.408484848484875,13.014545454545456,14.06817628641468,15.333333333333332,0.6320754716981132,0.5138940066931057,0.9523809523809523,0.0,0,7.0,1.0,1.0,0.67
5.380597014925373,33.8,1.0,29.718706766917336,15.722345864661651,16.404322709996244,18.7603007518797,0.6492537313432836,0.5388198826261477,0.924812030075188,0.014925373134328358,0,7.8,0.5,0.8888888888888888,0.46
5.352564102564102,28.0,1.0,37.50184713375799,13.600454959053689,15.719379583869454,17.379071883530482,0.6666666666666666,0.5496835631210784,0.9290322580645162,0.0,0,6.857142857142857,1.0,0.9,0.73
4.898305084745763,21.333333333333332,1.0,43.48350282485876,12.080000000000002,14.06817628641468,15.324293785310736,0.7288135593220338,0.7302193971356523,0.9655172413793104,0.0,0,5.666666666666667,0.5,0.8333333333333334,0.0
5.43006993006993,25.333333333333332,1.0,32.57762237762242,13.79042957042957,15.626461121452799,17.4021978021978,0.5174825174825175,0.623875158292964,0.8385964912280702,0.0,0,5.533333333333333,1.0,0.4090909090909091,0.5
5.711864406779661,21.285714285714285,1.0,27.965576923076952,14.203034188034191,15.021129683784007,16.68888888888889,0.6864406779661016,0.6556983716258422,0.9316239316239316,0.0,0,5.714285714285714,0.6666666666666666,1.0,0.44
5.428571428571429,20.666666666666668,1.0,46.93333333333334,10.605106382978725,13.5591,13.926241134751775,0.7755102040816326,0.6663994490469942,0.9166666666666666,0.0,0,4.333333333333333,0.3333333333333333,0.75,0.0
5.760273972602739,54.25,1.0,37.701292701863366,13.0003649068323,14.191785591663535,15.254968944099382,0.4863013698630137,0.48817008362805836,0.696551724137931,0.0,0,7.5,0.5,0.8181818181818182,0.23
4.972222222222222,37.84615384615385,1.0,41.34019716088332,13.118316809373592,14.955608360458719,16.37575484452456,0.4722222222222222,0.6398857742421886,0.8466898954703833,0.0,0,5.538461538461538,1.0,1.0,0.5
5.761904761904762,32.333333333333336,1.0,21.81379310344829,17.421149425287357,18.599290044081553,21.714942528735634,0.6190476190476191,0.49605898094411993,0.8433734939759037,0.011904761904761904,0,8.0,1.0,1.0,0.73
5.520408163265306,18.857142857142858,1.0,39.994333333333344,13.046962962962969,14.265292616868656,15.677037037037037,0.4489795918367347,0.7428580532443169,0.6391752577319587,0.030612244897959183,0,3.5714285714285716,1.0,0.875,0.55
5.739644970414201,33.57142857142857,1.0,19.02800000000002,16.816,17.122413403193683,19.6,0.6094674556213018,0.6006914369830951,0.8988095238095238,0.0,0,7.714285714285714,1.0,0.9411764705882353,0.4
4.836,24.076923076923077,1.0,45.79414041994755,12.130354330708666,14.434950587195996,15.553280839895013,0.56,0.7285680519269104,0.8955823293172691,0.004,1,5.615384615384615,1.0,0.9473684210526315,0.41
5.279816513761468,34.875,1.0,37.78514380530973,15.007146017699117,14.90622815163357,17.14070796460177,0.6284403669724771,0.6332237843361959,0.9216589861751152,0.0,0,7.875,1.0,0.9230769230769231,0.5
5.165413533834586,38.25,1.0,16.705901162790724,18.94098837209302,18.7741,21.892248062015508,0.6616541353383458,0.6217153294204962,0.9242424242424242,0.0,0,8.75,0.5,1.0,0.55
5.278074866310161,25.444444444444443,1.0,36.23277777777781,13.394964539007095,15.322241378113624,15.802364066193855,0.5721925133689839,0.6118142290819335,0.8817204301075269,0.0,0,6.222222222222222,1.0,0.7692307692307693,0.56
4.550335570469799,33.333333333333336,1.0,53.36645161290326,11.316682027649772,13.484332010920856,14.7926267281106,0.5302013422818792,0.6368116040833441,0.8513513513513513,0.006711409395973154,1,7.333333333333333,1.0,0.9090909090909091,0.59
5.406015037593985,34.3,1.0,28.723461538461578,14.221538461538465,15.299343439825492,15.692307692307692,0.4774436090225564,0.4608375787961978,0.7886792452830189,0.0037593984962406013,0,7.5,0.6666666666666666,0.9473684210526315,0.31
5.6048780487804875,32.3,1.0,29.89500000000001,12.709523809523812,14.756829357015494,15.436414565826333,0.624390243902439,0.6757731403845102,0.9117647058823529,0.004878048780487805,1,6.1,1.0,1.0,0.48
5.490566037735849,30.75,1.0,24.570606435643583,16.10502475247525,17.971250198000288,18.41683168316832,0.6698113207547169,0.406358409899645,0.9333333333333333,0.009433962264150943,1,6.25,0.0,0.8,0.0
