avg_word_length,avg_sentence_length,syntactic_complexity,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,type_token_ratio,embedding_diversity,bigram_diversity,reasoning_keyword_ratio,average_reasoning_steps,inference_complexity_score,context_recall,faithfulness,factual_correctness(mode=f1)
6.071428571428571,14.28125,1.0,18.403172424927362,14.95495318049726,16.235038790447152,19.010397158540524,0.5559006211180124,0.7473489310313386,0.9096573208722741,0.003105590062111801,1,4.0625,1.0,1.0,0.43
5.305084745762712,28.125,1.0,34.54270114942531,13.24425287356322,15.021129683784007,16.23908045977012,0.632768361581921,0.6379237818736605,0.9261363636363636,0.01694915254237288,2,6.875,1.0,1.0,0.83
5.933333333333334,30.25,1.0,8.574107142857201,18.584642857142857,19.032712561301913,22.30952380952381,0.6857142857142857,0.4149925201378375,0.9423076923076923,0.0,0,7.0,1.0,1.0,0.57
6.054945054945055,37.666666666666664,1.0,1.545000000000016,20.496666666666673,19.6203779977781,22.66666666666667,0.6813186813186813,0.3220895843052971,0.8888888888888888,0.01098901098901099,0,9.0,0.75,1.0,0.0
5.194945848375451,22.933333333333334,1.0,30.4316666666667,16.798794326241133,17.251386760058843,20.051063829787235,0.48014440433212996,0.6858722378961155,0.822463768115942,0.036101083032490974,10,5.133333333333334,1.0,1.0,0.86
4.4,12.0,1.0,61.890000000000015,8.353333333333339,13.023866798666859,14.0,0.9333333333333333,0.6355067984634668,1.0,0.0,0,4.0,1.0,1.0,1.0
5.582089552238806,44.75,1.0,20.883333333333354,17.054074074074077,18.458006810337128,21.17037037037037,0.6268656716417911,0.3098106168405167,0.924812030075188,0.014925373134328358,0,8.0,1.0,0.6666666666666666,0.0
6.121951219512195,69.0,1.0,-12.066578947368413,24.38263157894737,22.076135915942103,26.778947368421054,0.8048780487804879,0.0,1.0,0.0,0,6.0,1.0,1.0,0.6
4.8311688311688314,29.0,1.0,30.890225225225237,15.078648648648652,15.021129683784007,16.893693693693695,0.6753246753246753,0.6601047688659014,0.9605263157894737,0.0,0,9.0,1.0,1.0,0.33
5.518518518518518,17.5,1.0,42.732500000000044,10.652777777777779,12.161744961471694,12.807407407407409,0.9259259259259259,0.3958732506059366,1.0,0.0,0,5.5,1.0,1.0,1.0
6.3,11.0,1.0,44.405,9.55,11.20814326018867,12.0,1.0,0.0,1.0,0.0,0,4.0,1.0,1.0,0.4
5.809523809523809,24.0,1.0,32.43428571428572,13.952380952380953,15.903189008614273,17.923809523809524,0.9047619047619048,0.0,1.0,0.0,0,4.0,1.0,1.0,1.0
7.2,14.0,1.0,-6.35499999999999,16.63,14.554592549557764,20.0,1.0,0.0,1.0,0.0,0,7.0,1.0,1.0,1.0
5.666666666666667,31.0,1.0,17.752692307692342,17.242307692307694,19.6203779977781,23.220512820512823,0.6794871794871795,0.43846044151213026,0.987012987012987,0.0,0,10.333333333333334,1.0,1.0,0.2
5.097560975609756,53.0,1.0,26.64500000000004,19.48,19.287186520377343,24.0,0.7560975609756098,0.54387007059737,1.0,0.0,0,10.0,1.0,0.8,0.5
6.246753246753247,25.75,1.0,3.503472222222257,17.801327160493823,19.032712561301913,23.408641975308644,0.7012987012987013,0.6812064001910256,0.9736842105263158,0.0,0,5.5,1.0,1.0,0.25
7.260869565217392,29.0,1.0,-33.52739130434779,23.649565217391302,22.076135915942103,28.3304347826087,0.9130434782608695,0.0,1.0,0.0,0,10.0,1.0,1.0,1.0
6.25,27.5,1.0,4.462500000000034,18.599166666666665,19.287186520377343,22.933333333333337,0.8958333333333334,0.378816929150563,1.0,0.0,0,9.0,1.0,1.0,0.0
5.130434782608695,29.0,1.0,38.37772727272727,13.371818181818181,16.52667757954773,17.89090909090909,0.8695652173913043,0.4687103226413438,1.0,0.0,0,7.5,1.0,1.0,0.57
5.678571428571429,29.5,1.0,18.27928571428575,17.665714285714284,17.122413403193683,19.771428571428572,0.7142857142857143,0.42869009527435153,0.9272727272727272,0.03571428571428571,1,10.0,1.0,1.0,0.5
5.285714285714286,18.5,1.0,36.79250000000002,12.475000000000001,13.81666964889586,15.0,0.8857142857142857,0.5461090444878713,1.0,0.0,0,6.0,1.0,1.0,0.5
4.888888888888889,41.0,1.0,29.80432432432434,18.294054054054055,18.243605946275583,22.36756756756757,0.8611111111111112,0.0,1.0,0.027777777777777776,1,7.0,1.0,1.0,0.0
5.066666666666666,17.0,1.0,50.610000000000014,9.92666666666667,13.023866798666859,14.0,0.9333333333333333,0.0,1.0,0.0,0,4.0,1.0,1.0,1.0
5.6923076923076925,23.0,1.0,23.43047297297298,14.587162162162166,15.247664890283005,17.12972972972973,0.9487179487179487,0.9317496968605758,1.0,0.0,0,4.0,0.0,1.0,0.4
5.708333333333333,22.5,1.0,22.975000000000023,15.023333333333337,16.728156217252725,19.333333333333332,0.6666666666666666,0.5283440327036664,0.9243697478991597,0.008333333333333333,1,6.5,1.0,1.0,0.2
5.281045751633987,24.25,1.0,28.179054054054063,14.581389961389963,16.084390811093357,18.186872586872585,0.6601307189542484,0.751961845846755,0.8947368421052632,0.013071895424836602,2,5.25,1.0,1.0,0.0
5.223776223776224,48.75,1.0,18.056250000000006,19.4979255319149,19.53771442962202,22.32695035460993,0.6223776223776224,0.3281258457955868,0.9014084507042254,0.0,0,5.75,1.0,0.8888888888888888,0.4
5.169491525423729,33.5,1.0,9.215000000000032,18.930000000000003,17.122413403193683,19.771428571428572,0.7796610169491526,0.5076412895321765,1.0,0.0,0,9.0,1.0,1.0,0.4
5.51063829787234,19.0,1.0,26.077500000000015,15.21166666666667,16.52667757954773,18.77777777777778,0.7872340425531915,0.832030728137091,0.9565217391304348,0.02127659574468085,0,4.333333333333333,1.0,1.0,0.57
4.782608695652174,14.0,1.0,61.07909090909095,7.472727272727273,8.841846274778883,8.036363636363637,0.8695652173913043,0.9187298319003938,1.0,0.043478260869565216,0,4.5,0.0,1.0,0.0
4.838709677419355,38.625,1.0,41.58855555555559,14.359333333333336,15.760457277294734,17.831111111111113,0.4838709677419355,0.5744782706128261,0.7651821862348178,0.024193548387096774,4,6.5,1.0,0.36363636363636365,0.29
5.561797752808989,27.615384615384617,1.0,18.1516666666667,18.180370370370373,18.12316971661352,20.74074074074074,0.5056179775280899,0.741569690486658,0.8458646616541353,0.02247191011235955,2,5.230769230769231,1.0,0.3333333333333333,0.18
5.2875,55.5,1.0,23.472500000000025,19.922500000000003,19.78447435784618,24.5,0.6125,0.24651527040373833,0.8860759493670886,0.0125,1,9.5,1.0,0.5,0.25
5.591715976331361,28.857142857142858,1.0,12.318888888888921,18.248641975308647,17.879347455551382,20.42962962962963,0.5621301775147929,0.6025397582729617,0.8154761904761905,0.023668639053254437,2,7.142857142857143,1.0,1.0,0.94
