avg_word_length,avg_sentence_length,syntactic_complexity,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,type_token_ratio,embedding_diversity,bigram_diversity,reasoning_keyword_ratio,average_reasoning_steps,inference_complexity_score,context_recall,faithfulness,factual_correctness(mode=f1)
6.024752475247524,14.25,1.0,16.036985074626898,14.351422885572138,15.292465652647298,18.295323383084575,0.7029702970297029,0.7387904588924386,0.9800995024875622,0.0,0,4.6,1.0,1.0,0.46
5.163265306122449,29.0,1.0,28.067500000000024,17.294166666666673,17.879347455551382,21.133333333333333,0.6632653061224489,0.8005945866891819,0.9278350515463918,0.02040816326530612,2,7.0,1.0,0.625,0.5
5.471590909090909,24.35483870967742,1.0,30.270071862907713,13.969013266998342,15.997464007216387,17.04521835268104,0.4678030303030303,0.6951596894678083,0.8766603415559773,0.020833333333333332,9,5.129032258064516,1.0,0.36,0.52
5.970370370370371,26.0,1.0,15.424166666666679,16.697592592592596,18.062587368997235,20.851851851851855,0.6444444444444445,0.5993991330964611,0.8880597014925373,0.0,0,5.0,0.75,0.7333333333333333,0.0
5.145348837209302,24.11111111111111,1.0,28.818261904761926,16.48557142857143,17.5058628484301,19.8952380952381,0.5755813953488372,0.6016327082800175,0.8538011695906432,0.03488372093023256,5,5.333333333333333,1.0,1.0,0.78
5.217391304347826,55.0,1.0,30.686818181818182,14.444545454545459,19.287186520377343,23.345454545454547,0.6956521739130435,0.0,0.9545454545454546,0.0,0,7.0,1.0,1.0,0.67
5.689922480620155,18.0,1.0,25.709922480620207,13.234108527131784,15.172626615295595,17.2062015503876,0.6356589147286822,0.6718599998008258,0.9375,0.007751937984496124,0,4.9,1.0,0.4,0.86
6.105263157894737,45.5,1.0,0.8300000000000125,19.851111111111113,18.243605946275583,21.17037037037037,0.7543859649122807,0.25650004656911696,1.0,0.0,0,4.5,1.0,1.0,0.4
5.293333333333333,30.333333333333332,1.0,32.56400000000002,14.928,15.021129683784007,16.933333333333334,0.72,0.6509756068332753,0.9324324324324325,0.013333333333333334,1,8.666666666666666,1.0,1.0,0.29
5.387096774193548,21.5,1.0,28.002258064516155,17.054838709677416,17.122413403193683,20.14193548387097,0.9032258064516129,0.9453245541654423,1.0,0.0,0,3.5,1.0,1.0,1.0
5.861111111111111,24.0,1.0,33.465,13.063333333333333,17.122413403193683,20.533333333333335,0.75,0.16989277181647444,0.8285714285714286,0.0,0,5.0,1.0,1.0,1.0
5.1,32.5,1.0,46.10000000000002,13.040000000000003,13.81666964889586,15.600000000000001,0.68,0.2701829126085875,0.9387755102040817,0.02,1,5.5,1.0,0.875,0.75
6.6,25.0,1.0,5.490000000000009,16.220000000000006,17.122413403193683,22.0,1.0,0.0,1.0,0.0,0,8.0,1.0,1.0,1.0
5.75,33.5,1.0,16.125769230769265,17.469230769230773,19.287186520377343,22.707692307692312,0.6923076923076923,0.35186089553946753,0.9803921568627451,0.0,0,8.5,1.0,1.0,0.4
5.909090909090909,33.666666666666664,1.0,14.87943722943723,17.560259740259742,19.287186520377343,22.734199134199134,0.7662337662337663,0.4393995579085045,0.9868421052631579,0.0,0,7.0,1.0,0.8,0.57
5.975,28.0,1.0,12.700670731707334,16.580609756097562,18.243605946275583,21.858536585365854,0.825,0.7647512945176607,1.0,0.0,0,5.5,1.0,1.0,0.0
7.5,41.0,1.0,-32.549999999999955,23.761666666666667,22.918633597333717,29.6,0.875,0.0,1.0,0.0,0,6.0,1.0,1.0,1.0
6.369565217391305,28.5,1.0,5.094347826086988,18.26260869565218,17.971250198000288,20.939130434782612,0.7282608695652174,0.4636805197721,0.967032967032967,0.0,0,6.25,1.0,1.0,0.0
