avg_word_length,avg_sentence_length,syntactic_complexity,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,type_token_ratio,embedding_diversity,bigram_diversity,reasoning_keyword_ratio,average_reasoning_steps,inference_complexity_score,context_recall,faithfulness,factual_correctness(mode=f1)
5.7110266159695815,47.5,1.0,25.6804553903346,14.45078332448221,16.17404787264403,18.243335103558152,0.5437262357414449,0.5740573622283324,0.8625954198473282,0.026615969581749048,7,7.625,1.0,0.9047619047619048,0.46
4.79108635097493,40.72727272727273,1.0,44.780719178082194,13.490185909980433,14.756829357015494,16.34637964774951,0.4373259052924791,0.4671483419942909,0.7513966480446927,0.016713091922005572,6,8.272727272727273,1.0,0.8,0.57
5.6985074626865675,24.166666666666668,1.0,23.19753390762466,15.318355938416424,17.76365745401958,19.31678885630499,0.42388059701492536,0.6416789353254803,0.7574850299401198,0.04477611940298507,15,4.777777777777778,1.0,0.0,0.0
6.013888888888889,24.833333333333332,1.0,22.349232685600413,16.29754857997011,17.631426480028413,19.597209765819635,0.5324074074074074,0.6866942788569343,0.8232558139534883,0.0,0,5.416666666666667,0.25,0.12,0.15
4.95,25.615384615384617,1.0,38.501381429957945,14.235360724684572,16.35954948731386,18.332060821740537,0.4142857142857143,0.6287995293103144,0.7204301075268817,0.02857142857142857,8,5.538461538461538,1.0,0.7857142857142857,0.87
4.494791666666667,26.0,1.0,56.85871794871797,10.711282051282051,13.205437297517054,14.410256410256412,0.265625,0.3706421763675747,0.41361256544502617,0.0,0,6.777777777777778,1.0,0.8888888888888888,0.33
5.441666666666666,28.181818181818183,1.0,21.05484693877554,16.409081632653063,18.243605946275583,20.738775510204082,0.4708333333333333,0.6032461560377513,0.799163179916318,0.0,0,7.090909090909091,1.0,0.0,0.88
5.701923076923077,23.833333333333332,1.0,24.737285478547875,13.990841584158414,15.470042427545799,17.822442244224423,0.7403846153846154,0.6220271877011878,0.970873786407767,0.0,0,5.5,1.0,1.0,0.12
5.32258064516129,36.2,1.0,14.571105263157904,18.779157894736844,17.122413403193683,20.054736842105264,0.6258064516129033,0.4545877656956412,0.961038961038961,0.0,0,9.4,1.0,0.8333333333333334,0.14
5.666666666666667,15.333333333333334,1.0,39.624615384615424,10.962051282051284,12.457975602129121,13.405128205128205,0.9487179487179487,0.5664111879536788,1.0,0.0,0,5.0,1.0,1.0,0.86
